*********[RR]*********

PID  Waiting time  Turn around time
 1	41		58
 2	33		48
 3	8		12
 4	38		45
 5	125		145
 6	48		56
 7	166		184
 8	179		199
 9	209		228
 10	228		246
 11	27		29
 12	237		255
 13	86		95
 14	317		334
 15	202		213
 16	122		132
 17	235		250
 18	50		55
 19	444		461
 20	274		286
 21	65		70
 22	167		176
 23	75		79
 24	181		188
 25	187		197
 26	88		91
 27	668		688
 28	191		197
 29	400		414
 30	89		93
 31	96		97
 32	94		97
 33	92		94
 34	435		448
 35	95		97
 36	804		821
 37	95		98
 38	496		511
 39	866		883
 40	97		100
 41	94		99
 42	895		912
 43	287		296
 44	949		968
 45	110		115
 46	114		118
 47	119		120
 48	614		629
 49	321		329
 50	118		122
 51	1038		1054
 52	124		125
 53	121		125
 54	333		342
 55	127		130
 56	651		665
 57	134		137
 58	673		686
 59	1115		1131
 60	365		374
 61	143		147
 62	146		149
 63	746		758
 64	392		401
 65	761		775
 66	159		161
 67	159		162
 68	1214		1234
 69	415		425
 70	165		169
 71	1227		1246
 72	173		178
 73	809		820
 74	448		454
 75	1249		1268
 76	838		849
 77	189		192
 78	190		195
 79	863		876
 80	490		500
 81	493		501
 82	884		896
 83	202		204
 84	202		207
 85	514		520
 86	1269		1288
 87	919		931
 88	205		209
 89	1272		1292
 90	214		215
 91	1292		1312
 92	532		539
 93	220		225
 94	1327		1346
 95	1022		1033
 96	230		235
 97	1350		1370
 98	1357		1377
 99	1063		1075
 100	1060		1072
 101	1060		1071
 102	251		253
 103	1337		1353
 104	1336		1356
 105	1331		1349
 106	1064		1075
 107	633		640
 108	636		643
 109	1059		1073
 110	649		656
 111	276		279
 112	1070		1085
 113	280		282
 114	282		285
 115	289		291
 116	665		672
 117	1304		1322
 118	1301		1321
 119	294		296
 120	1297		1315
 121	1298		1317
 122	685		694
 123	1064		1076
 124	692		702
 125	1060		1071
 126	1269		1287
 127	312		314
 128	710		720
 129	317		320
 130	1265		1281
 131	1068		1082
 132	1073		1086
 133	1252		1271
 134	752		759
 135	755		762
 136	328		332
 137	771		780
 138	1253		1272
 139	799		806
 140	1116		1130
 141	811		817
 142	344		348
 143	1119		1132
 144	1126		1138
 145	1118		1129
 146	359		361
 147	354		355
 148	803		813
 149	1084		1099
 150	1189		1207
 151	361		365
 152	807		816
 153	802		809
 154	795		805
 155	797		805
 156	1143		1163
 157	374		378
 158	1038		1052
 159	377		378
 160	788		796
 161	1020		1032
 162	1017		1031
 163	374		377
 164	374		379
 165	773		782
 166	380		384
 167	995		1009
 168	381		385
 169	762		771
 170	759		767
 171	967		981
 172	757		765
 173	1027		1045
 174	960		975
 175	753		760
 176	398		400
 177	944		955
 178	936		947
 179	935		948
 180	411		414
 181	413		417
 182	927		940
 183	931		944
 184	765		775
 185	429		430
 186	964		981
 187	962		980
 188	767		777
 189	957		974
 190	926		940
 191	443		446
 192	444		447
 193	771		780
 194	943		963
 195	923		937
 196	459		464
 197	917		928
 198	777		787
 199	781		788
 200	468		473
Avg waiting time = 613.935
Avg turn around time = 623.88
CPU clock time = 2035.99
